payTo,domains,n_resources,l30d_total_calls,l30d_implied_usd_volume
0x6e8b64638b24c6d625b045dd353120d850064e2e,address-validator.api.klymax402.com;ai-summarizer.api.klymax402.com;airdrop-checker.api.klymax402.com;barcode-generator.api.klymax402.com;base64-codec.api.klymax402.com;bridge-routes.api.klymax402.com,87,126,1.61
0x3268c9434d8603957420f04510ca0ff6097a5c64,lotusnetworkapi.com,4,7,1.59
0xf752eeb75d3bea24aa867ad93bfd8ef5a2f431b9,websearch.use.x402atlas.com,3,152,1.58
0x525f6ddce9af7a7179d7696aabfcd5fcd15a21e6,agent.massive.com,23,157,1.57
0x6d9f318463168ff637b50e5b9a21392e97c7c167,api.hergertsynthora.com,27,159,1.57
0x14849afa040edeee524a40c52b877fe1b6e6c2c5,cc0.company,3,23,1.57
0x84fa7ea8303d4f503267e2e998a3f7d980e814a5,toolcall.click;toolsmith-api.dassad10.workers.dev,25,99,1.55
0xadc3a47efbd82ed724a0e9a3d08d5a1a8e6586fd,soren-com.soren-com.workers.dev;soren.com,20,53,1.55
0x15179876c595922999c2d5dc7c23cc7711fe799a,mcp.soundside.ai,1,22,1.54
0xb1fe0fd90c16800c3d5e811c6f07972de9d2b98e,x402.pkgproof.net,1,30,1.5
0xb1acd9e0269023546074400a434e703b646aabba,socialintel.dev,1,3,1.5
0x8666a0796297de08364e0c8cda235463a79de43c,x402.orthogonal.com,3,3,1.5
0x2740651e046c59ab2a6510401140643292d3a96f,x402.donnyautomation.com,61,125,1.49
0xca37de138574432b96f92b0cd9826dadfd1cf443,x402.orthogonal.com,23,37,1.48
0xffff4b8da8c165b556326453446f6940c8afe0db,x402.payperbyte.io,11,37,1.46
0x444731dac7c9cde478147f41e621a064fcbe70f2,api.vindexapi.dev,3,118,1.46
0x348ac9e3b010ba2300ba9a7bcfe5ae592b9fcfaa,agents.machina.gg,7,13,1.46
0x07f067959297767c887dbfa3c72379c66e82a045,stablestudio.dev;stablestudio.io,2,145,1.45
0xbbecbe90f28632a9d52ed67b33b43767b8c89285,x402.fuchss.app,7,64,1.45
0xe90316121189715cdc2515b7c2673658b810b751,proxy.suverse.io,4,16,1.45
0x12e8de0712aebe6579a9e16dee2ae9ffcc4e7dc2,x402.orthogonal.com,17,37,1.45
0x885e7bef433eb78f5976b28a7c10739c98db11e5,10x402.com,8,33,1.43
0x1c8b3c34dca2ba2a71598f1f9e0bc2a04a0bea36,agent.kihustle.tech,11,30,1.42
0xdd5fcea81ca6f1eb39fed5b973de794293b81ba6,api.webbersites.com;x402-data-api.onrender.com,18,170,1.4
0x8aa6a85a2723e2816204f3cf48d76b84bafdaab4,api.ukintel.uk,8,16,1.39
0x2a65491e93ad0d484b74405401a38e2e0e5edd7e,mpp.tracefast.xyz,6,19,1.37
0x06dff3c8380b5d1799874ada903fc3422882fd6f,stableupload.dev,2,269,1.35
0x90b0dc893406d6ea63bb077ed59f5e8340f98d84,x402.freeq.one,22,60,1.35
0xf99b281010c5e6cbcf486d7ef108b315be7ce0e9,api.telemost.io,13,36,1.34
0x2583aac89f58a63d9ccbedaa5e3baf2196aa967e,archtools.dev,21,59,1.34
0x3078368e0740fa5f8d9b900ea428c946a1006cb7,x402.orthogonal.com,21,22,1.34
0x38c9f689274e2fc3ae360744ef88ce212077a584,address.agentic-jp.com;diet.agentic-jp.com;furigana.agentic-jp.com;holiday.agentic-jp.com;houjin.agentic-jp.com;transit.agentic-jp.com;weather.agentic-jp.com,26,239,1.33
0xc8d524703f1751b565a220087d1d4c44a413c1d7,sqlguard.io,3,10,1.3
0xdefada13f790cf39168691b391cfa0b6f1f5c267,x402.orth.sh;x402.orthogonal.com,2,261,1.3
0x9edc06e69fbf71b191510ca9446fe09caa95668d,x402.orthogonal.com,53,65,1.3
0x260fbe1ec46968ee02e5b972507d7bb7f09f82b0,proxy.suverse.io,10,79,1.26
0x8904df3de6dfee6a7c8cc38619d2f17806213cee,agents.samedaydesk.com;x402-url-extractor-production.up.railway.app,10,27,1.26
0x3cc1d8ee1dfdfd326c19b0884b8df4b24b623f0c,agenteconomy.report;api.brazilayer.com,37,113,1.25
0x21b077b26bfda6d2b8fdf0130977362d61e18912,api.stakedbots.com,3,24,1.25
0xc648116b5debe4af7d78838aa468d07e0a9ab697,vending-machine-seven.vercel.app;vendsdk.com,38,145,1.25
0x20d71310309b6a4982472f4a5eee131069a493a7,trade-production-180b.up.railway.app,8,80,1.24
0x77065d81e18ad403bcd6e9a0616b288e16744121,agent402.tools,7,117,1.23
0x2f6ba59f09fd4693c6df12aec5acf14a4ba43f1d,techforce-agents.onrender.com,6,23,1.23
0x788b4ca11950879550353d8ae82d1c0af6018454,kari.mayim-mayim.com,4,12,1.21
0xad982cb19acca2923df8f687c0614a7700255a23,api.insumermodel.com,3,14,1.2
0x98fa9c8afb5c56ad27d24843cabebdd55170dbc0,www.amnt.io,83,100,1.2
0x9f7556c65392e5cbcb342010618c2b407e64a8ea,x402.orthogonal.com,34,40,1.2
0x59ea036c64f0f54cdd14a3be8a1a6586b58da71c,appstore.use.x402atlas.com;places.use.x402atlas.com,11,58,1.16
0x560d98eaf3777a88e40dc19a2d8c8493ad789981,www.entropyindex.com,8,8,1.1
0xc4f9f3b2cc0eac2542df9f1cb8f5c118e13a0045,srv1334799.hstgr.cloud,1,109,1.09
0x88096b3da9f45b8f923458e6cef69fc0a5be3cae,agentreader.dev,13,62,1.09
0xf121fbecec43e1b616d47285851c20d5fc64431b,api.boonprotocol.com;api.locus.report;locus.report,15,49,1.09
0xe3738580ede5384bb8b8d1c8786b391c59d2668d,finance-api.kdlcfa.workers.dev;vietnam-holiday-api.kdlcfa.workers.dev,12,39,1.07
0x2a266c87f7b0d1f8a471d2d5234f5cf4fb62b206,kino402.com,4,21,1.07
0x63ae98f3363b346a94fcc1cbcb621f1c2b1fcddc,skim402.com,9,347,1.06
0x478bcdea94b9cb5ea14c33e6f0d7e920743d39f2,api.eucompliance.tools,23,71,1.06
0x7eaf3c393a8996e124c0fa7ccbc55019854c4c5b,app.tenna.ai,41,88,1.05
0xb6a6ba7f58fe92e77bce040cc0818c63ab9ac768,stableflare.dev,1,21,1.05
0xcd8975137d48ed9bfd1c299a62c01420b860070d,api.biotechcatalystsentinel.com,2,33,1.02
0xe5690d37805107c56f6195e65a262b234e0e5e75,anywaypossible.com,8,45,1.02
0x0cb12df486381a0ebebc0ef338da80657f68f9cb,api.speccy.cloud;exec.speccy.cloud;tools.speccy.cloud,6,47,1.02
0x1f3f6191bea8a57dd7a1fe90a4249c706ad4fb46,404humans.xyz,1,1,1.0
0xade02dff58b0316f04cd59806e3fdb4690fe89ab,stable-deepline.dev,2,9,1.0
0x967f08fc4d3b9651314207f6cd4c7d166b94880c,www.stable-shovels.dev,1,4,1.0
0x70ec349d07eb17a113b2b908a0391c7e186b60fd,146-190-76-192.sslip.io,1,4,1.0
0xa2d72abf2c5e939fddca4156b74de482e03ca3ec,ontarioprotocol.com,1,2,1.0
0xb38bfc5b940b9b650b1bb9d502024bb9665425c2,compliancecheck-x402.fly.dev,1,2,1.0
0xda158f96c7d02e787ec75858d108366bda6aaeb3,financial-analyst.ai,2,4,1.0
0xc0900bc3ed4520b761012ca75164d0d4746124bc,agent.news,1,2,1.0
0x08e3edbf5fe9e8b2312838d6c563fc03b037700a,web-production-77376.up.railway.app,1,2,1.0
0xa13d363aecccf878ec64f6eb687eb4a771fb0599,api.robinx.io,14,58,0.99
0x38c72cab5d8f053a7cce4f522b923c3c70291b9d,ffpipe.dev,3,21,0.99
0xccd231829e24b42195b500028f8779b8f8b1131a,x402.orthogonal.com,7,95,0.99
0xefcd28bb1bf3a80c26c7195af15c47ff3b815669,x402.orthogonal.com,27,34,0.99
0xe82ebef57fa5af958b8ecb6843d4327d314f59e3,api.tickersfeed.net,31,235,0.97
0x110cdbba7fe6434ec4ce3464cc523942ad6fb784,api.aidress.ai;pro-api.coingecko.com,43,96,0.96
0xc91ce6291edc0713ec753bafba002506ffb2b95c,store.agentexchange.work;x402-agent-store.rileycraig14.workers.dev,8,65,0.95
0x3c481d2192c23cb6c7df61d4f8f426a7ce45244e,ylk.one,2,49,0.94
0xf080a1aab08650946acda41410a7edc14f7be035,api.signalfuse.co,24,88,0.93
0xbd17480bf6ff056f7b91d9adc9dfda001eb7283d,stable-financial.vercel.app;stablefinance.dev,18,46,0.92
0xf61f957d9ac432309219549b1ae79ae8b7c71ff5,x402-trends-server.onrender.com,10,29,0.92
0xe4a4e5b226be71e7b6ed523bc7a91089c770572f,api.jpverify.com,18,33,0.92
0xcf9223ece895258dea8d288aebcf846ab8e342fb,api.aidress.ai;api.printmoneylab.com;api.x402.printmoneylab.com,12,373,0.91
0xfbf218accbb0d57fc4e8fc3e2a885c910c4c9e94,www.tereno.xyz,10,31,0.91
0x71033ab6ed376a0b53d1826ea632ddfec96b3661,api.aidress.ai;voidfeed.ai,4,18,0.9
0x40b62aa49f4a929760fb2dd0fcb0642f0aa872eb,api.qonoro.ai,7,24,0.9
0xbaf31935ed514e8f7da81d0a730ab5362deeeeb7,api.recoupable.dev,1,6,0.9
0x4465825b0ac713aa2fa07ea29023020804a128ee,api.invoket.com,14,82,0.89
0x28410eac7393dba041cd5a92eefe7a8e834310bb,hotels.use.x402atlas.com;instagram.use.x402atlas.com,6,27,0.89
0xb3f4de103f34b99f0da19b4f16d6b53a14c2194a,astro.openverbs.com;bitwise.openverbs.com;braille.openverbs.com;calendar.openverbs.com;checkdigit.openverbs.com;checksum.openverbs.com;chem.openverbs.com;chemeq.openverbs.com;color.openverbs.com;combi,291,294,0.89
0x8b1cf12e7efe6aea59cd1124ebbe7709e3ac6085,orcpin.dev,9,36,0.87
0x9d667bc76f166322df087b3b3927d4d83d44a5d0,marketdata.use.x402atlas.com,23,57,0.86
0xb4848d1b4b7e31b75b9b30d717f89777dc65d68e,api.lastlookdata.com,5,44,0.86
0x4395c7e383b7e05665aad7f36ed77c01923dd965,agentbit.app,15,29,0.86
0xad62f03c7514bb8c51f1ea70c2b75c37404695c8,gateway.spraay.app,20,89,0.84
0x63a20fa244d3e6a8902121e99704b7f857dc6ebb,modelprices.xyz,52,67,0.81
0xbeebd30639e99bbce11faa2b463fcccf6215831b,asistent-crypto.vercel.app,19,49,0.81
0xc9368b30bd620164fd1a05a5d99dcaf8ae754775,emc2ai.io,1,2,0.8
0x0d0e3539da45c573af8730045e7d5f634243f3d3,api.runonproof.com,1,1,0.79
0x712c78928080adb009e31315c0c3c7473da9648a,deadchannel.vercel.app;hosaka-agents.vercel.app,6,33,0.79
0xf1c7c037891525e360c59f708739ac09a7670c59,kleros-ipfs-gateway.fly.dev,1,79,0.79
0xb3c2776ce3f99cb3366520c27b4ac5d436942ab6,browser.gedx402.com;chat.gedx402.com;embed.gedx402.com;image.gedx402.com;search.gedx402.com;social.gedx402.com,17,221,0.78
0xd441d9f4c59cb26253e2f0a7a62ac9ce7823b4b4,api.blockscout.com,8,379,0.76
0xc83c478cc3c95d8913b90d6e55c7019ae6d04b43,agent-intel.vectorbuildhq.workers.dev,1,1,0.75
0xb85c83cc448edca8eb724f5d79b523faff9375a7,conc-exe.xyz,7,21,0.74
0xb1ef5415e9d3695e16977b8be422ab7512f788c0,clink-lithium-vault.fly.dev,15,53,0.73
0x6746dff7bdb1ed4940dbe50024795ad97cba09af,api.vrsai.tech,6,21,0.73
0xa4b5056e8260d49213e64c081b504c8535c14bc4,aisfleet.com,5,5,0.73
0x408f39b19266022fec03076091e59d1f4f163658,api.agentic-swarm-marketplace.com,11,15,0.73
0x54bea1e6f70437085b85892a0e7cd6f09ce8c22f,api.resetparatodos.com,10,11,0.72
0xfe31fd52a89461b8d54895cfcf86187aa3c95f21,api.datasieve.xyz,2,4,0.7
0x33cc8de6e86761d217044a8a6b394ad23b579596,api.macaroonnetwork.com,36,41,0.7
0xb6b9c5a895afba1c119b571981eb84b2e715b367,open-research-agent.com,2,3,0.7
0x850363a27f0ac6feb9c7a3ec4c1d295262df9432,x402.forgemesh.io,74,85,0.7
0x9863ab6242663fcc84c33632741711db78f8fd15,agentservices.to;api.agentservices.to,5,18,0.69
0x6ca33cc6833fb61f760c8ee3e5ae5927a98d8b69,mobilitychain.kr,1,5,0.69
0x4e024e356bd01853654b7b5196f2b85f67cc39ec,api.terradeed.co.uk,3,22,0.68
0x7a19cd388c7f69145fef09b960853e0a429b6f4a,402oracle.com,5,8,0.68
0xb531320805c5bed1d46aeadcf4f008fdf172dbda,loonie-toll.onrender.com,38,47,0.66
0xd6bcb41ffd35d8877fd9a31c7deea22e0ae2a465,japan-evidence-feed.jp-evidence.workers.dev,3,5,0.66
0x44b16952484b6dbea40ede12927ee03a5ea6cdd3,api.isocast.dev,1,65,0.65
0xca1271e777c209e171826a681855351f4989cd0c,api.itsgloria.ai,5,12,0.65
0xe8b25a72dd6aef69515452a61ad231c7df2843b7,agentpay.tools,3,64,0.64
0x22b3d4485c8dcd8fc4840a7570664747c9055530,live-listing-proof.mattskowronis.workers.dev;sec-filing-proof.mattskowronis.workers.dev;skowron-compliance-gateway.mattskowronis.workers.dev;source-claim-proof.mattskowronis.workers.dev,7,18,0.64
0x4a7e38e5b2a9325e996a5a155ebdb2dd4181d974,agents.withzero.xyz,1,4,0.64
0xdd51ae794f2cbbc69ef791be8aa4476d6d48c7ce,x402.orthogonal.com,7,8,0.64
0x7df9c5edbf039b1c645d7697f58efd143f0986e1,oyapicks.app,7,16,0.63
0x68e8bcc127cd079a79a48e9b7fa3934de40a2443,x402.orthogonal.com,1,2,0.63
0x548fc289526ab2f0391d562a723cda64bbf1abc4,api.hyperextend.xyz,6,69,0.61
0x1b24deac0951efcd6923f684b574fe9a4202cf1f,straits.live,2,34,0.6
0x239de97929b20f27aa503b236d33420670bf5ad1,aurelius-node-01.onrender.com;aurelius-node-02-socal.onrender.com,2,12,0.6
0xbd356968846829e32983bb4abe2d0dd29f2c2f7b,trading-perps.vercel.app,4,9,0.6
0xa0ac44becc6302298f01ed255b175ca1060c189e,claim-verifier.pdfextractapi.workers.dev;content-risk-scanner.pdfextractapi.workers.dev;crypto-portfolio-valuator.pdfextractapi.workers.dev;currency-converter.pdfextractapi.workers.dev;email-validator,25,41,0.6
0xe1bb76acf3dd35cb171d4b084a6d8f2d2f56f6df,x402.orthogonal.com,1,2,0.6
0x51d577c8cbb8b3fb1ba0ce31c7923cc27a07f78b,twitter.use.x402atlas.com,21,118,0.59
0x22c24daf579629a6d7418e09e9c71e6c8883f8e2,globalrules-api.onrender.com,54,62,0.59
0x1304ec1a8945365e43a5c18a734065f107b417ca,x402.coinopai.com,9,19,0.59
0x8e3c3e9c91cc0161b5e1cf138180ef3641d2371e,farouter.tech,12,471,0.58
0x5bb4b0c766e0d5d791d9403fc275c22064709f68,x402.ottoai.services,13,470,0.57
0x24a5ec14de5dbf0ed1e27784d63d22dc9451998f,x402.orthogonal.com,9,9,0.57
0x3da40a9ad36640a2c0f533bac368490095574664,crypto.apitoll.cloud,11,557,0.56
0x7a0fb3e2107f95c25a0b56dff9c710f3e86ddc0b,tenjin.blog,1,11,0.55
0xa82c8b6971a7379badb2fb96032d82af46eccc0a,api.cueframe.ai,3,55,0.55
0x9720950d3e4d9e8c9e23e84e04e683b00204874c,agent-artifact-eta.vercel.app;linklens-sand.vercel.app;wallet-intelligence-three.vercel.app,3,25,0.55
0xd5f951c86b0a4022c72c38ab5ba66a682a259420,worxai.tech,5,11,0.55
0xac6a3a729672a786182e4a7ba29c78587fafe3b4,api.satledger.org,2,2,0.55
0x5253666c40432f009ebd99908b9cd2a7fd1019cb,quartermaster.surewhynot.app,43,123,0.54
0x667cc5a90ffa911279a5fbe377c1018ddf45373b,reddit.apitoll.cloud,1,18,0.54
0x108bcd8a07c3fdfca3aa500784a8573123a1029f,api.vaults.fyi,7,21,0.54
0x85557c90027354eaeffe9ee4b4f4014818d8d3e1,eagle.quickai.build;signal.quickai.build;zk.quickai.build,3,17,0.54
0x1538726707212f4db3eb67cec0910422a310475c,api.usenami.io,29,125,0.54
0x6d02e3f7c68e7492cc5474ef8ce17dedfd11df89,api.influship.com,3,9,0.54
0xffc458db291b4abce020fe3de4f91f2770e537b1,api.aidress.ai;company.payapi.market;currency-api-production-4a8d.up.railway.app;dns-intel-api-production.up.railway.app;email-verify-api-production-d262.up.railway.app;finance.payapi.market;hmo.payap,60,252,0.53
0x9d86e0e74333b297b1d0b6ba30d2ed1b5f01f296,rpc.nodeflare.app,17,534,0.53
0xf8b2dd46542175ad46e14e6133340e652665f2ee,api.carbon-cashmere.de,18,25,0.53
0x3731f5c2c1835e3ace2ac157c4e31b1cea0cb0e0,email-auth.use.x402atlas.com,1,52,0.52
0xe79e7fa7ce7259c46f9b127b837d2907bb036f95,x402.devvizion.com,10,37,0.52
0xac9ad2609466fb92c69640fa2b9ee7b22a76e8fe,x402.orthogonal.com,20,52,0.52
0x3c5f3a6ce224bb89d72f5eb4232ecc27f67b3eea,pro-api.coinmarketcap.com,2,51,0.51
0x9d6b6fdb04040a55d58b24ff4c90c08cf6083c8f,api.eckari.com,35,146,0.51
0xe22f691ed420143bfdab022a14e7d6873b33eef9,x402.agentfund.net,21,45,0.51
0xa8f73f2fdfda46f6591759458614bc2883529d77,api.havenagent.ai,1,5,0.5
0xc9e2a96d0c9d5b1e0656862dfef849c95b8afa4c,api.exo-trust.com,7,7,0.5
0x6c11f8a21f7ca922f483ed21c3b6c2d9b305b10c,api.rtkmotion.io,1,2,0.5
0x02944071f7c7c92b46b1c750c341faee2b9095ea,providersignal.com,1,1,0.5
0xef879bfd6c4accb8f795136de90246e1ec245e06,api.hergertsynthora.com;payto-preflight.hergertsynthora.com,4,43,0.49
0xb18fc2275f36dae99eb215caeff03b431f887d16,402signal.com,1,165,0.49
0x917e635b83f0dd7e8172c55ec4eebb28b734ca85,x402-filings.datalayer.workers.dev,23,32,0.48
0x68709311a1999a8861a5ad5b6bb454dfffdc3ddb,api.jubjubapp.com,2,10,0.48
0xe0ed7a30589fec49e98f2085c7162b90fdbb83de,cryptorisk-api.vercel.app;uxus.finance,13,44,0.48
0x8d0663bbb967ebf1c047405a888ddf865f3e8854,apexrunner.ai,3,64,0.47
0x549c82e6bfc54bdae9a2073744cbc2af5d1fc6d1,tensorfeed.ai,7,23,0.46
0x9edb521a5ad936ef5d7054ed94252d4d7978cf90,api.creativeforesight.io,5,5,0.46
0x74500ee8519da3b6bf43642bc06be5874a9ecc99,thevaultreport.com,5,35,0.45
0x19a78b27a28ed93c3c914878bde7f2f843afaea8,x402.telnyx.com,2,159,0.45
0xf567cfe0fdb87a1d6ca330e3f30f0d3da0f7cb98,api.402rates.com,3,38,0.44
0xcb9b3f94387389e38ef2a7b3c0b851fb8325d7e9,x402.botsmith.dev,9,83,0.43
0x8581784d3e598cca3482375cff2409ac9dd8c402,api.surplusintelligence.ai,1,129,0.43
0xe55359021a6a22d8385b827405991c56075f56f8,agenttoll-pi.vercel.app;agenttoll.app,20,113,0.43
0xc66ee26cae6cd34970f51f644f36d720826d392a,oracles-production.up.railway.app,4,11,0.43
0x41595e02275629126ad11551e39ee9ac8531ad3c,sovereign-x402-zeta.vercel.app,30,148,0.42
0xe79aa9d55170f7e1ac420266ec93a6c28c436de8,hyperliquid-accounts.use.x402atlas.com,7,41,0.41
0xc55a2d530b53cbad1001e4afd4720b7e71f9c291,402utils.com,15,195,0.41
0xdb7b2b54f80479826222749a2ea73a8acc306e1e,api.agentmercantile.com,4,17,0.41
0x56b8d69d25a57d291595e41bac57a71d507d96f7,diem-agent-workers.vercel.app,6,24,0.41
0xcc73d69a4d04fa41afa3727c45140d51d71f615c,seo.forgemesh.io,9,10,0.41
0x32793f68dc2ea26bbc75eb900da120069e8b6d02,coingecko.use.x402atlas.com,6,79,0.4
0xe514653402f0cac581f6bc740cde52c130bf60e8,italian-company-check-fdsbh7p2bq-oc.a.run.app,1,8,0.4
0x7eebd75b116a553e02cbaca28cfbd47bc411e6b1,api.monpham.work;x402.monpham.work,10,23,0.4
0x846c88e9b807b86d6de52c252b88498fd1e6e84d,agents.bytemine.ai,1,2,0.4
0x383190a4f26f075fc2c73f6738eabf4dc6f33442,hyperliquid.use.x402atlas.com,9,48,0.39
0xcb8025d951e5e45be7d288b658eeee6f05713006,defillama.use.x402atlas.com,30,77,0.39
0x8e57bfde053dbb6862991759c19affc5f383d5d0,gate402.app;nodeproxy-production.up.railway.app,13,26,0.39
0x6d6c398390cfb88f1cd42715b84906a0bd6652aa,api.m2msentinel.com,6,29,0.39
0xffa9155a0e4b3d8d42351da226cc1feee449686f,minifetch.com,6,94,0.38
0x53831fab63ba75a958115c3b4eb598a10cfcc7e0,api.robotsshop.io,5,38,0.38
0x9862ca83b72ab95521f457aff6e6efb03d8164c3,4yearcycle.com,2,18,0.38
0x470a1b647d668d3820add26d70c8371557ff4c6b,datastand.dev,10,22,0.38
0x5d51ecc50813e0937a5c43be298e9146796ad60d,www.stratalize.com,12,15,0.38
0x255cdb4e42afefc7120b0388eb78f96d996d387b,riddlex402.vercel.app,1,185,0.37
0x21353452e547b306a6007d834c433a118638d3b3,api.qist.info;bazaar-catalog.vercel.app,6,13,0.37
0xaed4a496fed1132b94c0a5f9fb5ee7cf63d869c2,fetchharbor.benlab.download,9,28,0.37
0x446e51deab3ae656c99e65369e8ef1148d23d7f7,dns.use.x402atlas.com,6,73,0.36
0x01686365833733f8c9fbe956a43afb07fc6be518,app.r3p.xyz,1,12,0.36
0xc0a707f63df3120e018f119ddf44fc8eaab40e72,money-agent-production-736f.up.railway.app,2,8,0.36
0x8f9ef7f8c4744bfaedaa5d315c21f9770c10f931,quietstore-production.edge-7e13f.workers.dev,5,22,0.35
0xd425e00e375004b382fde2253968631f7f6dd358,api.bakebakebake.no,1,7,0.35
0xe9468282b22c09243ce1a455fe2d1df0d7276de6,api.polyform.org;polyform.polyform-org.workers.dev,23,24,0.35
0x9fd85fe177a8750a0e8a15b0741c56932f26f1ae,api.agenticweb.nl,10,37,0.35
0xce339395d7f2ea5a5009022ef1c392fb208a989e,agent-commerce-factory-jm.austriaeast.cloudapp.azure.com,17,56,0.34
0x7f7c9bff1ddf2817641740962a9872e6421ebbfc,travel-agent.forgemesh.io,4,8,0.34
0x32a1ef342b5d6a82bc53208602341474d623e5c3,x402.orthogonal.com,12,15,0.34
0x65c767c483dd862d08bc3d6500cd4cd770ae28ed,doc-extract-api.thestarboy9696-4ef.workers.dev,5,6,0.33
0x9d2526fa73fcb300b78075c4446ec0b306f1a3f9,api.exende.dev;resolve.exende.dev;retry.exende.dev,3,18,0.33
0xbd65c2d2ac9d3df9ce77e5e2579b5b38efee36f0,agent-treats-production.up.railway.app;banking-compliance-production.up.railway.app,14,31,0.32
0x58bdad5e654691ac5ed4631758f3d8da00666b6c,api.aidress.ai;edgar.apitoll.cloud,4,95,0.31
0x92cec8dd87ebcb21cffbc2d0ad134c2d6eb895e0,x402.orth.sh;x402.orthogonal.com,4,1,0.31
0x267c2b764064a90cf779b2e645a144ab12e82ee5,csno.cc,1,3,0.3
0x8c2d7c8495245c25de74c900af7057f1608a19f8,viql.upgo.ai,1,3,0.3
0x64842cd797198143a8ff191e4bdbde7e0fbf7f6d,api.aiapi.ch,2,3,0.3
0xb0f3fee52a72e351c7f50406f83fa3f40c26e2c8,deploid-enrichment.peter-liang-official.workers.dev,1,2,0.3
0x1d1173c1465c9a01f6afa38b36cc1125cc55c71a,a2a-verifier-production.up.railway.app,1,6,0.3
0x6b1ac7935dad576b921af0e6edc27319bc27aadd,travel.forgemesh.io,2,4,0.3
0x84a1827f1705c257e80771fdc2b152aea4a57a08,x402.forgemesh.io,3,8,0.3
0x16b5fe729f2ca544b309844f75e8429ab45151ae,gateway.sanfoundation.com,3,11,0.29
0x3f4cee4c6bad04fcca3138dffdee579ddf17049b,trust402.aztecbeacon.uk;trust402.vercel.app,3,54,0.29
0x348df429bd49a7506128c74ce1124a81b4b7dc9d,api.aurelianflo.com,1,29,0.29
0x0eba5d314f4f5dcb7a094953fa9311a45172dd1b,gblin-sentinel.vercel.app;gblin.digital,13,77,0.28
0x0ff5a6ecef783bba35463ec2f8403b9b5e9e7c86,graphadvocate.com,5,19,0.28
0xe73d86f185be79a33b0318d881b71f2a24371114,api.24klabs.ai;time.24klabs.ai,23,41,0.28
0xa3068cfae6217ae906958250072bdf51b7f910c3,weight402endpoint.vercel.app,1,108,0.27
0x53a05c0eed6cbf065f31aedbae7b0d8ce1a0f4db,buildscottsbluff.com;ozmium.org,23,87,0.27
0x3a43fdf92b1596b22ddf719d5b528c537da4237d,api.kakerapetit.dev,11,43,0.27
0x2fecabdfc849c76fdc28ca13aa0ab392753ef35c,aiagentoracle.ai,4,27,0.27
0x859af250df0b68bfd0768ca22142a1afa0abeaf4,library.proofivy.com,2,27,0.27
0xec7051578c9ce20ea27eed1052f8b4c584aee2b3,emoji.today,1,27,0.27
0xec643c22e089be9a23a282c532e6557ae08b8902,services4agents.fyi,1,1,0.27
0x9c3284ba60526c8c0af3b45a734d91ce99266bc2,agents.allium.so,1,26,0.26
0xf9d1d63f362bbf1ee08ab9acb36fe74afc48d5f1,www.capminal.ai,1,26,0.26
0x51630bc40c1a65e40873a8156a5e0c7ca5b7ba06,angel.finereli.com,2,2,0.26
0xcdd5cb6ab2b9c5f3d2bae896ce516b65010c1f4e,bunnvault.xyz,4,5,0.26
0xbd61dfb01f81c91f02b0ccd51b0220e0c8918639,x402-seller.onrender.com,13,31,0.25
0xb4ad6bb516725ff69594e46c3a7daedf7c473186,claudelines.com,1,5,0.25
0x48e23742181654139f9a7c1b14dd64b04e89ed3b,api.scoop.sundaebar.ai,1,1,0.25
0xd7e20cdc62c6855af6cab20a7a5894b7957395fa,api.melvea.com,1,5,0.25
0x52d4901142e2b5680027da5eb47c86cb02a3ca81,aegis-ai.xyz;open-pay.jp,11,26,0.25
0x464374fb066f08273740e99ad5c07b92d8ac665f,agente.revenuerecoveryai.app,6,9,0.25
0x59f45516ea4a2481ff45cf431d753d24b0ca6213,poketpoker.com,6,28,0.25
0x4e68be31183692e439f35a0e94aa2d3c71bbd7bf,wellsyncc-x402.2ng-nhan.workers.dev,1,1,0.25
0x394e81da28799b578620803772faee403de2d3f6,api.whitepapergrey.com,1,1,0.25
0x60abf720a5fd7e1d33790a54719cfa71b8929eba,api.stackgoai.com,1,5,0.25
0x88ff5a0608ff45077f68200af35618121a0fa443,citation-tracker.pixelcove.co;topic-scorer.pixelcove.co,2,2,0.25
0x1e75a31ba980b1d0abb2f2a6816063bf45be35f7,api.unland.dev,1,1,0.25
0xadf0a71e898d350653e7668edab95a020884b74f,sparky-works.vercel.app,1,5,0.25
0xfc31487ddba2eb047716629a59e7e763d4ed7427,seed402-api.evanshvetsov2.workers.dev,1,1,0.25
0xbb06ad903e615cc1a50421b60d70e47b11a5677f,x402.orthogonal.com,3,3,0.25
0x2af91df69bd04ccf82d6477adc046c815b7ae129,x402wordoftheday.vercel.app,1,160,0.24
0xd70d01c73b0c5f3246f2b55cce5ff1b41842ab5e,jokes-endpoint.vercel.app,1,122,0.24
0xd6b585dd2f48263d08fb75ea28c1598d845d23a8,x402.swaphunt.dev,34,89,0.24
0x93a1f57d2e0dbe4cc882b5dbaebe7f0f16443338,crypto.forgemesh.io,4,9,0.24
0x39e10e5f431b26cae3d7d0a39aef86055d015d8c,econdash.org,5,12,0.24
0xbbba34e9e10130ce852aa9f1d651cd73c36206d4,roastx402endpoint.vercel.app,1,137,0.23
0x63347cd326a50696f76cfe4b8ce079d3c8ed3039,fresh-feeds.foomworks.workers.dev,2,10,0.23
